,SCORE,,,1,100%
,Environmental Planning Reviewer ,Correct Ans.,,Remarks,"DISCLAIMER:
Always double-check the values given in this document with the actual laws."
,Enp Part 1 (abg)   55 POINTS,,,,
 1 ,"In case an infrastructure or a development facility's operation requires a public utility franchise, the facility operator must be Filipino or if a corporation, it must be duly registered with the SEC and owned up to at least how many percent by Filipinos? 

a. 50%  b. 60%  c. 70%  d. 75%",B,b,Correct,1
 2 ,"Projects which would have difficulty in sourcing funds may be financed partly from direct government appropriations and/or from Official Development Assistance (ODA) of foreign governments or institutions not exceeding how many percent of the project cost?

a. 50%  b. 60%  c. 70%  d. 75%
",A,,,
 3 ,"The largest city in its country or region, disproportionately larger than any others in the urban hierarchy.                                                              a. CBD     b. Primate City  c. Metropolis   d. Metropolitan",B,,,
 4 ,"This city has been called ""the most primate city on Earth"", being roughly 35 times larger than its country’s second-largest city.
 a. Bangkok b. New York City c. Budapest d. Jakarta",A,,,
 5 ,"Also called world city or sometimes alpha city or world center, is a city which is a primary node in the global economic network. Popularized by sociologist Saskia Sassen in her 1991 work, The Global City: New York, London, Tokyo.                                                          a. Primate City  b. Metropolis  c. Global City d. Megalopolis",C,,,
 6 ,"A measure of statistical dispersion intended to represent the income or wealth distribution of a nation's residents, and is the most commonly used measurement of inequality.                                                                                                                                                                                a. Wealth Index  b. Theil Index  c. Hoover Index  d. Gini Coefficient",D,,,
 7 ,Unequal distribution of household or individual income across the various participants in an economy. It is often presented as the percentage of income to a percentage of population.                                                                                                                                        a.Economic Gap   b. Income Inequality   c. Income Variance  d. Wealth Variance,B,,,
 8 ,"In any case, the minimum for the Gini coefficient, which corresponds to total equality, is?                                                                                                                   a. one   b. negative   c. zero   c. infinity",C,,,
 9 ,"In Lorenz curve, the extent to which the curve sags below a straight diagonal line indicates the degree of?                                                          a. inequality of distribution b. equality of distribution",A,,,
 10 ,Indicates maximum inequality in Gini Index.                                                                                                                                                              a. one  b. negative c. zero  c. infinity,A,,,
 11 ,"This measure is used for the United Nations Development Programme Human Development Indicators, it compares how much richer the top 20% of populations are to the bottom 20% of a given population.                                                                                                                           a. 20:20    b. Theil Index c. Hoover Index   d. Atkinson Index",A,,,
 12 ,"A statistic primarily used to measure economic inequality and other economic phenomena, though it has also been used to measure racial segregation. It can be viewed as a measure of redundancy, lack of diversity, isolation, segregation, inequality, non-randomness, and compressibility.                                                                                                                                                                                                          a. 20:20    b. Theil Index c. Hoover Index   d. Gini Index ",B,,,
 13 ,Defined as the ratio of the richest 10% of the population's share of gross national income divided by the poorest 40%'s share.                          a. 10:40    b. Theil Index c. Hoover Index   d. Palma Ratio,D,,,
 14 ,The process of finding the present value of future amount is called                                                                                                                         a. Return of Investment  b. Payback c. Cash Flow   d. Discounting,D,,,
 15 , A popular financial metric for evaluating the financial consequences of investments and actions.                                                                                                                                                                                                                                                                                                          a. Return of Investment  b. Payback c. Cash Flow   d. Discounting,A,,,
 16 ,". A cash flow summary adjusted to reflect the time value of money, funds that will flow in or flow out at some time in the future are viewed as having less value, today, than an equal amount that flows today.                                                                                                                     a. Net Present Value  b. Payback c. Discounted Cash Flow  d. Discounting",C,,,
 17 ,Used in capital budgeting to analyze the profitability of a projected investment or project.                                                                                     a. Net Present Value  b. Payback c. Discounted Cash Flow  d. Discounting,A,,,
 18 ,"The rights of ICCs/IPs to their ancestral domains include i. Right to develop lands and natural resources ii. Right to be resettled in case of displacement iii. Right to regulate the entry of migrants iv. Right to safe and clean air and water v. Right to free education and access to modern technologies vi. Right to resolve conflicts                                                                                                                                                     a. i,ii,iii,iv,v    b. ii,iii,iv,v,vi    c. i,ii,iii,iv,vi,      d. i.ii,iv,v,vi",C,,,
 19 ,"In this process of ADSDPP preparation, The Council of Elders/Leaders, with the assistance of the NCIP, shall conduct a workshop in every village within the ancestral domain to determine the will of the community members regarding the kind of development the community should pursue in terms of livelihood, education, infrastructure, self-governance, environment, natural resources, culture and other aspects.                                                                                                                                                                                              a. Baseline survey b. Formulation of the ADSDPP c. Development needs assessment d. Validation of the plan",C,,,
 20 ,How many ethnic groups are there in the Philippines?                                                                                                                                             a. 100  b. 110  c. 10  d. 1100,B,,,
 21 ,The third step in the technical processes involved in ADSDPP plan preparation.                                                                                                   a. Baseline survey b. Formulation of the ADSDPP c. Development needs assessment d. Validation of the plan,B,,,
 22 ," Using ethno-ecological framework, athropologist Eric S. Casiño suggested that all ethnic groups in the Philippines be classified into             a. lowland and upland dwellers b. tinges and malays c. negritoes and malay d. christians and non-christians",A,,,
 23 ,Groups of IPs according to religious beliefs or acculturation EXCEPT:                                                                                                                   a. Muslims b. Lumads c. Christians d. Malays,D,,,
 24 ,"Jocano's five typologies of ethnic groups according to levels of social organization. i. puro ii. banwa iii. ili  iv. Tausug v. magami  vi. Pisan       a. i,ii,iii,iv,v     b. ii,iii,iv,v,vi            c. i,ii,iii,v,vi           d. i,ii,iv,v,vi",C,,,
 25 ,The detailed components of development plans for ancestral domain communities for basic social services cover the following except:           a. Relevant education/ functional literacy b. Alternative holistic health program and nutrition integrating IKSP on health care approach and healing c. Credit support service d. Lighting/ electricity/ mini-hydro power e. Potable water systems,C,,,
