,SCORE,,,1,100%
,Environmental Planning Reviewer ,Correct Ans.,,Remarks ,"DISCLAIMER:
Always double-check the values given in this document with the actual laws."
,Enp Part 2 (abg)   50 POINTS,,,,
 1 ,"To ensure horizontal integration of CLUPs and consistency of land use policies among adjoining LGUs is the basic rationale for the review of municipal CLUPs by whom?
a. Sanggunian b. PLUC c. NEDA d. Nat’l Gov’t",A,a,Correct,1
 2 ,"The implementing instrument of the CLUP.
a. Zoning ordinance b. CDP c. ELA d. AIP",A,,,
 3 ,"Can be regarded as an action plan and an implementing instrument of the CLUP.
a. Zoning ordinance b. CDP c. ELA d. AIP",B,,,
 4 ,"LGU through the economic sector is also called upon to promote general welfare goals as follows:
i. general economic prosperity
ii. promotion of health and safety
iii. full employment
iv. social justice
a.i,ii,iii b. i.iii.iv c. ii,iii,iv d. I,ii,iii,iv",B,,,
 5 ,"The basic concerns of the social sector:
i. the analysis and monitoring of the demographic characteristics and behavior of the population
ii. laying the physical base of the social and economic
development of the area
iii. interpreting the population’s demographic characteristics and behavior in terms of planning implications
iv. preserving the comfort and convenience of its inhabitants
a. i,iii b. ii,iii c. iii,iv d. i,iv",A,,,
 6 ,"Through this sectoral plan the LGU seeks the attainment of the general welfare goals of promoting health and safety and preserving the comfort and convenience of its inhabitants.
a. Social b. Economic c. Physical/Land Use Planning d. Environmental e. Institutional",C,,,
 7 ,"This sector ensures the attainment of the general welfare goal to enhance the right of the people to a balanced ecology.
a. Social b. Economic c. Physical/Land Use Planning
d. Environmental e. Institutional",D,,,
 8 ,"The general welfare goals directly addressed by institutional sector are
i. improvement of public morals
ii. maintenance of peace and order
iii. provide mechanisms for the effective partnerships and linkages between the LGU and the national and provincial
government agencies
iv. promoting health and safety
a. ii,iii b. iii,iv c. i,iv d. i,ii",D,,,
 9 ,"The focal point of analysis of institutional sector plan is the capability of the LGU in
i. planning
ii. development-oriented public
iii. investment programming and budgeting
iv. implementation
v. monitoring and evaluation
a. i,ii,iii,iv,v b, ii,iii,iv,v c.i,ii,iv,v d. i,iii,iv,v",A,,,
 10 ,"Some issues common to sectoral pairs in ECONOMIC-INSTITUTIONALare as follows:
i. Tax yield per capita (various sources)
ii. Private investment incentives and regulation (local ordinances)
iii.Budget allocation to economic development (% of total budget)
iv. Mechanisms for promoting people participation in local governance
v. Economic performance of public enterprises
a. i,ii,iii,iv,v b. i,ii,iii,iv c. i,ii,iii,v d. i,ii,iv,v",B,,,
 11 ,"The principal instrument for implementing the CDP.
a. LDIP b. ELA c. ZO d. NOA",A,,,
 12 ,"These are some investment projects that discourage development in the vicinity;
i. waste disposal site
ii. land reservation or acquisition for conservation
iii. sewage treatment plant
iv. prison or mental hospital
a. I,ii,iii b. i,iii,iv c. I,ii,iv d. ii,iii,iv",B,,,
 13 ,"The five development sectors contained in the Ecological Profile
i. population and social services
ii. the localeconomy
iii. bio-physical base
iv. health and other services needs
v. infrastructure support (existing)
vi. institutional capability of the LGU
a. i,ii,iii,iv,v b. i,ii,iii,v, vi c. ii,iii,iv,v, vi d.i,iii,iv,v,vi",B,,,
 14 ,"These determine the spatial distribution of the population which in turn affects thecirculation system and land use pattern of the area.
i. locational choices
ii. transportation expenses
iii. trip purposes
iv. ability to provide for their mobility
a. i,ii,iii b. ii,iii,iv c. i,iii,v d. All of the Above",C,,,
 15 ,"A very important set of information especially in the planning of specific social services and facilities as specific age groups represent a demand forcertain services.
a. Population Size b. Age-Sex Distribution
c. Social Clustering of the Population d. Doubling Time",B,,,
 16 ,"The smallest social unit.
a. Barangay b. Household c. NGO d. Community",B,,,
 17 ,"It is indicative of the relative attractiveness of an area as a place of employment and corollarily, as a residential area.
a. Tourism b. Recreation c. Migration d. Urbanism",C,,,
 18 ,"A common basis of social clustering is?
a. tradition      b. household income       c. dependency      d. social services",B,,,
 19 ,"This is customarily assessed by taking an inventory of the social support infrastructure, facilities and services.
a. Social Clustering of the Population
b. Status of Well-being of the Population
c. Population Distribution and Urbanization
d. Population Growth",B,,,
 20 ,"It is a good catch-all or proxy indicator of well-being because it shows whether or not a family can afford the goods and services that the members need.
a. infrastructure support
b. migration
c. social services
d. average household income",A,,,
 21 ,"In direct measurement of well-being, the following output indicators are considered more meaningful rather than number of hospital beds:
i. malnutrition rate
ii. morbidity rate
iii. participation rate
iv. age-sex ratio
a. i,ii b. ii,iii c. iii,iv d. i,iv",A,,,
 22 ,"According to the Philippine Standard Industry Classification, the followingactivities are listed under secondary sector:
i. Mining and quarrying
ii. Agriculture, livestock, fishery and forestry
iii. Manufacturing
iv. Electricity, gas and water
v. Construction
a. i,ii,iii,iv,v b. i,ii,iv,v c. i,iii,iv,v d. ii,iii,iv,v",C,,,
 23 ,"According to the Philippine Standard Industry Classification, the followingactivities are listed under tertiary sector:
i. Wholesale and retail trade
ii. Transportation, storage and communication
iii. Finance, insurance, real estate and business services
iv. Community, social and personal services
a. I,ii,iii,iv b. i,ii,iii c.ii,iii,iv d. i,iii,iv",A,,,
 24 ,"To determine the relative size of each sector, some form of measuring unit isused such as
i.number of persons employed (or engaged) in a particular activity
ii.the volume or value of output
iii.the total amount of investment
iv.thenumber of establishments
v. employment and unemployment status
vi. gross value added
a.i,ii,iii,iv,v b. I,ii,iii,iv,vi c. ii,iii,iv,v,vi d. I,iii,iv,v,vi",B,,,
